index_character,index_world,name,poster,hero,url,group,Unnamed: 8,url_info,description,index
спойлерНами — сирота. В младенчестве её подобрала на поле боя Бельмере, солдат Морского Дозора. Тихая жизнь закончилась, когда в их деревню вторгся печально известный пират Арлонг со своей командой. Бельмере не смогла уплатить Арлонгу месячную подать и была убита на глазах Нами. Уже тогда в совершенстве владевшая искусством составления карт, Нами вступила в банду Арлонга и заключила с ним договор: он уйдёт из деревни, если Нами принесёт ему сто миллионов бели. Из-за Арлонга Нами ненавидела пиратов, но когда Луффи и его команда побили Арлонга и спасли деревню, она поняла, что действительно нашла друзей и стала полноценным членом команды.

",687
9,15,One piece,https://i.pinimg.com/564x/b6/42/6d/b6426daea79af43136dc2dd858ddbf9b.jpg,Брук,https://raw.githubusercontent.com/yupest/guess_who/main/data/One%20piece/Брук.jpg,Аниме,,https://you-anime.ru/characters/bruk,,688
10,15,One piece,https://i.pinimg.com/564x/b6/42/6d/b6426daea79af43136dc2dd858ddbf9b.jpg,Виви Нефертари,https://raw.githubusercontent.com/yupest/guess_who/main/data/One%20piece/Виви%20Нефертари.jpg,Аниме,,https://you-anime.ru/characters/vivi-nefertari,"Дочь Кобры Нефертари  и принцесса Алабасты. Была мисс Уэнсдей в Барокко Уоркс вместе с Игарамом. Путешествовала с Мугиварами во время арки «Барокко Уоркс». Считается одним из членов «Пиратов Соломенной шляпы», хотя больше не путешествует с ними.ВнешностьВиви очень стройна и красива, у неё длинные голубые волосы, как правило забранные в хвост. Одевается она скромней, по сравнению с Нами и Робин, и очень редко носит одежду, подчеркивающую её статус принцессы. Мастер маскировки. Виви два года провела в Барокко Уоркс под прикрытием и не была разоблачена. Помимо этого, может перемещаться по стране неузнанной. Обладает природной ловкостью и живучестью.ХарактерНесмотря на то, что Виви является принцессой, она никогда не требовала к себе особого отношения и не ставила себя выше других. Спокойно может взяться за работу, неподобающую принцессе, например, мытьё посуды. Первым делом Виви думает о других, рискуя своей жизнью, ради нуждающихся в помощи. Она также чрезвычайно самоотверженна, готова выйти против заведомо более сильного противника ради своих друзей. Как принцесса, Виви чувствует на себе большую ответственность за свою страну.ПривычкиВиви остра на язычок и очень чётко и кратко может подметить главное. А вот публичных выступлений она не любит.АтакиВ бою часто прибегает к различным уловкам. В качестве оружия использует павлиньи резаки — небольшой драгоценный камень на проволоке, привязанный к её руке. Её атаки настолько сильны, что без проблем могут отрубить голову человеку.",689
11,15,One piece,https://i.pinimg.com/564x/b6/42/6d/b6426daea79af43136dc2dd858ddbf9b.jpg,Шанкс,https://raw.githubusercontent.com/yupest/guess_who/main/data/One%20piece/Шанкс.jpg,Аниме,,https://you-anime.ru/characters/shanks,"По прозвищу «Рыжий» Шанкс — капитан пиратов и один из Йонко. Бывший член команды Роджера. В самом начале произведения Шанкс потерял левую руку, спасая семилетнего Луффи и оставил мальчику свою любимую соломенную шляпу, с которой тот не расстаётся. Опытный мечник. Обладает очень сильной Волей.Ода утверждает, что из всех персонажей «One Piece» Шанкс более всех похож на него по своему характеру, так как добродушен, весел и любит погулять. Из-за похмелья порой бывает в не очень хорошем расположении духа.Первым членом собственной команды Шанкса стал Бенн Бекман, не расстающийся с винтовкой и сигаретой и, по словам автора, обладающий самым высоким IQ среди всех персонажей «One Piece». Также в его команду входят Счастливчик Ру, постоянно что-то жующий толстяк; Ясопп, талантливый снайпер и отец Усоппа, и «новичок» Рокстар.
спойлерВ Маринфорде появился со словами: «Я здесь, чтобы закончить войну». После недолгого разговора положил конец войне и забрал тела Белоуса и Эйса, чтобы похоронить их согласно традициям.

",690
12,15,One piece,https://i.pinimg.com/564x/b6/42/6d/b6426daea79af43136dc2dd858ddbf9b.jpg,Багги,https://raw.githubusercontent.com/yupest/guess_who/main/data/One%20piece/Багги.jpg,Аниме,,https://you-anime.ru/characters/baggi,"Бывший юнга на корабле Гол Д. Роджера и лучший друг Шанкса, ныне — неудачливый пират. Не любит, когда говорят о его красном носе (часто ему просто кажется, что о нём говорят). При попытке захватить город, был побеждён на тот момент пока троими «Пиратами Соломенной шляпы». При попытке отрубить Луффи голову, его ударило молнией. При попытке найти сокровище Капитана Джона, был схвачен Дозором и отправлен в Импел Даун. Сбежать оттуда ему помог Луффи. Быстро завоевал расположение заключённых и стал их лидером, которым те слепо восхищаются.
спойлерВо время битвы при Маринфорде хотел убить Белоуса и стать йонко, но испугался. Отнёс Луффи и Дзимбэя на подлодку Трафальгара Ло, пока те были без сознания. После, в обмен на карту сокровищ, отнёс шляпу на подлодку Трафальгара Ло по просьбе Шанкса (но Шанкс обманул его). После битвы в Маринфорде получил от Мирового Правительства предложение стать ситибукаем.

",691
13,15,One piece,https://i.pinimg.com/564x/b6/42/6d/b6426daea79af43136dc2dd858ddbf9b.jpg,Энель,https://raw.githubusercontent.com/yupest/guess_who/main/data/One%20piece/Энель.jpg,Аниме,,https://you-anime.ru/characters/enel,,692
14,15,One piece,https://i.pinimg.com/564x/b6/42/6d/b6426daea79af43136dc2dd858ddbf9b.jpg,Дракул Михоук,https://raw.githubusercontent.com/yupest/guess_who/main/data/One%20piece/Дракул%20Михоук.jpg,Аниме,,https://you-anime.ru/characters/drakul-mihouk,,693
15,15,One piece,https://i.pinimg.com/564x/b6/42/6d/b6426daea79af43136dc2dd858ddbf9b.jpg,Портгас Д. Эйс,https://raw.githubusercontent.com/yupest/guess_who/main/data/One%20piece/Портгас%20Д.%20Эйс.jpg,Аниме,,https://you-anime.ru/characters/portgas-d-eis,,694
16,15,One piece,https://i.pinimg.com/564x/b6/42/6d/b6426daea79af43136dc2dd858ddbf9b.jpg,Куро,https://raw.githubusercontent.com/yupest/guess_who/main/data/One%20piece/Куро.jpg,Аниме,,https://you-anime.ru/characters/kuro-2,,695
17,15,One piece,https://i.pinimg.com/564x/b6/42/6d/b6426daea79af43136dc2dd858ddbf9b.jpg,Ташиги,https://raw.githubusercontent.com/yupest/guess_who/main/data/One%20piece/Ташиги.jpg,Аниме,,https://you-anime.ru/characters/tasigi,,696
18,15,One piece,https://i.pinimg.com/564x/b6/42/6d/b6426daea79af43136dc2dd858ddbf9b.jpg,Эдвард Ньюгейт,https://raw.githubusercontent.com/yupest/guess_who/main/data/One%20piece/Эдвард%20Ньюгейт.jpg,Аниме,,https://you-anime.ru/characters/edvard-nyugeit,,697
19,15,One piece,https://i.pinimg.com/564x/b6/42/6d/b6426daea79af43136dc2dd858ddbf9b.jpg,Кудзан,https://raw.githubusercontent.com/yupest/guess_who/main/data/One%20piece/Кудзан.jpg,Аниме,,https://you-anime.ru/characters/kudzan,,698
20,15,One piece,https://i.pinimg.com/564x/b6/42/6d/b6426daea79af43136dc2dd858ddbf9b.jpg,Донкихот Дофламинго,https://raw.githubusercontent.com/yupest/guess_who/main/data/One%20piece/Донкихот%20Дофламинго.jpg,Аниме,,https://you-anime.ru/characters/donkihot-doflamingo,,699
21,15,One piece,https://i.pinimg.com/564x/b6/42/6d/b6426daea79af43136dc2dd858ddbf9b.jpg,Беллами,https://raw.githubusercontent.com/yupest/guess_who/main/data/One%20piece/Беллами.jpg,Аниме,,https://you-anime.ru/characters/bellami,,700
22,15,One piece,https://i.pinimg.com/564x/b6/42/6d/b6426daea79af43136dc2dd858ddbf9b.jpg,Крокодайл,https://raw.githubusercontent.com/yupest/guess_who/main/data/One%20piece/Крокодайл.jpg,Аниме,,https://you-anime.ru/characters/krokodail,,701
23,15,One piece,https://i.pinimg.com/564x/b6/42/6d/b6426daea79af43136dc2dd858ddbf9b.jpg,Смокер,https://raw.githubusercontent.com/yupest/guess_who/main/data/One%20piece/Смокер.jpg,Аниме,,https://you-anime.ru/characters/smoker,,702
24,15,One piece,https://i.pinimg.com/564x/b6/42/6d/b6426daea79af43136dc2dd858ddbf9b.jpg,Маршал Д. Тич,https://raw.githubusercontent.com/yupest/guess_who/main/data/One%20piece/Маршал%20Д.%20Тич.jpg,Аниме,,https://you-anime.ru/characters/marshal-d-tich,,703
25,15,One piece,https://i.pinimg.com/564x/b6/42/6d/b6426daea79af43136dc2dd858ddbf9b.jpg,Галдино,https://raw.githubusercontent.com/yupest/guess_who/main/data/One%20piece/Галдино.jpg,Аниме,,https://you-anime.ru/characters/galdino,,704
26,15,One piece,https://i.pinimg.com/564x/b6/42/6d/b6426daea79af43136dc2dd858ddbf9b.jpg,Курэха,https://raw.githubusercontent.com/yupest/guess_who/main/data/One%20piece/Курэха.jpg,Аниме,,https://you-anime.ru/characters/kureha,,705
27,15,One piece,https://i.pinimg.com/564x/b6/42/6d/b6426daea79af43136dc2dd858ddbf9b.jpg,Кумадори,https://raw.githubusercontent.com/yupest/guess_who/main/data/One%20piece/Кумадори.jpg,Аниме,,https://you-anime.ru/characters/kumadori,,706
28,15,One piece,https://i.pinimg.com/564x/b6/42/6d/b6426daea79af43136dc2dd858ddbf9b.jpg,Лаки Ру,https://raw.githubusercontent.com/yupest/guess_who/main/data/One%20piece/Лаки%20Ру.jpg,Аниме,,https://you-anime.ru/characters/laki-ru,"Задорный толстяк, постоянно жующий мясо. Один из членов команды Шанкса и шайки пиратов Красноволосого. По Лаки не скажешь, что он является пиратом. Вечно весёлый человек, который уверен в своих соратниках. Носит зелёную футболку в белую полоску. На голове всегда очки и чёрная бандана. В качестве накидки носит большой жёлтый плащ. Способности Лаки Ру пока не известны, но, так как он однажды использовал пистолет, можно  предположить, что Ру стрелок.",707
29,15,One piece,https://i.pinimg.com/564x/b6/42/6d/b6426daea79af43136dc2dd858ddbf9b.jpg,Модзи,https://raw.githubusercontent.com/yupest/guess_who/main/data/One%20piece/Модзи.jpg,Аниме,,https://you-anime.ru/characters/modzi,"Укротитель Зверей Модзи — пират и первый помощник Багги. Он укротитель животных и обычно находится в компании своего питомца, льва Ричи. Довольно напыщен и временами глуп. Всячески соперничает с Кабадзи, вторым помощником Багги.",708
30,15,One piece,https://i.pinimg.com/564x/b6/42/6d/b6426daea79af43136dc2dd858ddbf9b.jpg,Хаччи,https://raw.githubusercontent.com/yupest/guess_who/main/data/One%20piece/Хаччи.jpg,Аниме,,https://you-anime.ru/characters/hachchi,"

 Ранг: Офицер

 Вид: Рыбочеловек. Осьминог.

Несколько наивен и глуповат, хотя и добр. Сначала работал на Арлонга, после разгрома последнего вернулся на Грайнд Лайн - работать поваром и владельцем плавучей закусочной, неподалеку от архипелага Сабаоди. Его помошница Кейми - неудачливая русалка, которую он вечно спасает из пасти Морских Монстров и из лап пиратов и работорговцев. Владеет Шестимечевым стилем (как раз по количеству рук). Как и все рыболюди гораздо сильнее человека, а его мечи весят по 300 килограмм. Тем не менее, проиграл тяжело раненному Михоуком Зоро. Когда встретил Мугивар второй раз, то, чтобы загладить вину перед Нами за то, что участвовал в грабеже её деревни, решил помочь им добраться до острова рыболюдей и найти смоляного мастера.",709
31,15,One piece,https://i.pinimg.com/564x/b6/42/6d/b6426daea79af43136dc2dd858ddbf9b.jpg,Бенн Бекман,https://raw.githubusercontent.com/yupest/guess_who/main/data/One%20piece/Бенн%20Бекман.jpg,Аниме,,https://you-anime.ru/characters/benn-bekman,"Бенн Бекман — пират и первый помощник в команде Шанкса.ВнешностьВысокий мужчина, по крайней мере, на голову выше Шанкса. Когда он был в родной деревне Луффи 12 лет назад, у него были чёрные волосы, завязанные в хвост, и его ни разу не показали без винтовки и сигареты в зубах. На данный момент его волосы поседели и пострижены. Также теперь у него есть большой шрам в форме Х на левой щеке.Его внешность немного сменилась с его первого появления; теперь он носит чёрную майку с V-образным вырезом, и рукавами, достающими до кисти руки (раньше он носил чёрную рубашку с короткими рукавами того же цвета и дизайна), вместе со свободными брюками (изначально тёмно-зелёного цвета, но сейчас — серые), завёрнутыми в сапоги и со множеством карманов. Как и большинство других членов «Пиратов Красноволосого», он носит повязку на поясе, в котором держится пистолетообразная винтовка. Также на нём надет плащ со спиральным узором.ЛичностьПохоже, что он самый спокойный член команды, ведет себя как главный. Он один из тех, кому Шанкс доверяет больше всего, так как он присутствовал на каждом появлении «Пиратов Красноволосого», что почти всегда происходило в критические моменты. Он столь же доверенный, как и Лаки Ру с Ясоппом.
спойлерВременами кажется, что он поражается поведению своего капитана — когда Шанкс паниковал, потеряв Луффи, или когда он напивался ещё больше, хотя уже был пьян, так как Михоук принёс новости о новой награде Луффи.
Каждый раз, когда появлялась их команда, он начинал говорить первым. Также, он всегда первым задаёт вопросы о ситуации, в которой находится команда, например, о том, попытается ли мировое правительство остановить их на пути к Белоусу.Сила и способностиКак сказал автор Эйитиро Ода, у Бекмана самый высокий IQ из всех персонажей, показанных в саге «Ист Блю». Поскольку он первый помощник одного из «Ёнко», он вероятно обладает невероятной силой.
спойлер
Кидзару, один из Адмиралов, решил не сражаться с ним, хотя не боялся первого помощника команды Белоуса и самого Белоуса. Хотя стоит заметить, что хотя Бекман направил на него свою винтовку, он всё равно атаковал Луффи (возможно, он чувствовал, что успеет уклониться с помощью скорости света, дарованной ему его дьявольским фруктом).Бекман одолел всю банду Хигумы с чистыми руками, сказав тому, что он должен привести целый военный корабль, если он хочет с ним сражаться.

",710
32,15,One piece,https://i.pinimg.com/564x/b6/42/6d/b6426daea79af43136dc2dd858ddbf9b.jpg,Джанго,https://raw.githubusercontent.com/yupest/guess_who/main/data/One%20piece/Джанго.jpg,Аниме,,https://you-anime.ru/characters/dzhango,"Джанго — гипнотизер, в прошлом первый помощник капитана Куро, ныне матрос-рекрут Морского Дозора.Первое появление гипнотизера состоялось на острове Сироп, где он потерпел поражение от команды Соломенной шляпы, что впоследствии и послужило его переходом на сторону правосудия. В качестве оружия Джанго предпочитает использовать диски, которыми и усыпляет противников.  Имеет манеру странно одеваться и ходить лунной походкой.",711
33,15,One piece,https://i.pinimg.com/564x/b6/42/6d/b6426daea79af43136dc2dd858ddbf9b.jpg,Кабадзи,https://raw.githubusercontent.com/yupest/guess_who/main/data/One%20piece/Кабадзи.jpg,Аниме,,https://you-anime.ru/characters/kabadzi,"Акробат Кабадзи — пират, второй помощник Багги и член Альянса Багги и Альвиды. Из-за его действий его можно считать третичным антагонистом Арки Орандж-Тауна.",712
34,15,One piece,https://i.pinimg.com/564x/b6/42/6d/b6426daea79af43136dc2dd858ddbf9b.jpg,Ричи,https://raw.githubusercontent.com/yupest/guess_who/main/data/One%20piece/Ричи.jpg,Аниме,,https://you-anime.ru/characters/richi,"Домашний лев Модзи и член альянса Багги и Альвиды. Несмотря на размер и озлобленное выражение лица, обычно ведёт себя как котёнок. Не очень умён и обычно думает лишь о еде, хотя команда Багги считает, что Ричи думает о капитане.",713
35,15,One piece,https://i.pinimg.com/564x/b6/42/6d/b6426daea79af43136dc2dd858ddbf9b.jpg,Гол Д. Роджер,https://raw.githubusercontent.com/yupest/guess_who/main/data/One%20piece/Гол%20Д.%20Роджер.jpg,Аниме,,https://you-anime.ru/characters/gol-d-rodzher,"Легендарный пират, более известный как Голд Роджер. Капитан пиратов Роджера, носивший титул Короля пиратов. Прославился как человек, сумевший невозможное, а именно покорить весь Гранд-Лайн и сколотить огромное состояние. Считался сильнейшим в мире человеком, противостоять которому могли лишь Монки Д. Гарп и Белоус. Обладатель самой высокой награды за голову — 5,564,800,000 белли.Был казнён в родном городе Логтаун, но перед смертью заявил, что любой, кто сможет найти его сокровище, станет обладателем таинственного Оne Piece. Мировое правительство намеревалось публично казнить Роджера, чтобы воспрепятствовать пиратству, но его последние слова возымели противоположный эффект, тем самым начав Великую эру пиратства.
спойлерПервоначальный владелец соломенной шляпы Монки Д. Луффи, которую тот получил от своего кумира Шанкса, бывшего юнги на корабле Роджера. Не был пойман, а сам сдался Морскому дозору, когда заболел неизлечимой болезнью. Любовник Портгас Д. Руж и биологический отец Портгаса Д. Эйса.

",714
36,15,One piece,https://i.pinimg.com/564x/b6/42/6d/b6426daea79af43136dc2dd858ddbf9b.jpg,Бельмере,https://raw.githubusercontent.com/yupest/guess_who/main/data/One%20piece/Бельмере.jpg,Аниме,,https://you-anime.ru/characters/belmere,Приемная мать Нами и  Ноджико. В прошлом была офицером морского дозора.,715
37,15,One piece,https://i.pinimg.com/564x/b6/42/6d/b6426daea79af43136dc2dd858ddbf9b.jpg,Монки Д. Драгон,https://raw.githubusercontent.com/yupest/guess_who/main/data/One%20piece/Монки%20Д.%20Драгон.jpg,Аниме,,https://you-anime.ru/characters/monki-d-dragon,"Лидер армии революционеров, которые пытаются свергнуть Мировое Правительство. Самый опасный и разыскиваемый преступник в мире. Сын Монки Д. Гарпа и отец Монки Д. Луффи.ВнешностьУ Драгона чёрные колючие волосы, напоминающие иглы ежа. Также у Драгона есть татуировка на левой стороне лица, которую он получил уже после казни Гол Д. Роджера. У него нет бровей, но есть небольшая щетина на подбородке. Чаще всего появляется со зловещей ухмылкой и тяжёлым целеустремлённым взглядом. Его часто можно увидеть в зелёном плаще с капюшоном, иногда на его шее повязан белый шарф. Под плащом у него виднеется тёмно-синий жакет,а под ним — белая рубашка. На казни Роджера был одет так же, как сейчас.ЛичностьО личности Драгона можно сказать следующее: он скрытный человек, которого окружает множество тайн. Кроме того, что он очень любит свободу и верит в судьбу, о нём почти ничего неизвестно. В отличие от других людей, имеющих инициал «Д», он достаточно серьёзен. Тем не менее, его часто можно увидеть с улыбкой. Заботится о невинных людях, которые пострадали от Мирового Правительства, как это произошло с людьми из Серого Терминала, которым он предложил участие в революционной армии. Не хочет разговаривать о своей семье или чтобы его спрашивали об этом. У Драгона есть привычка смотреть на восток, в сторону Ист Блю, когда меняется ветер. Его революционный товарищ — Эмпорио Иванков — считает, что это инстинкты зверя, всегда знающего, где находится его дом.",716
38,15,One piece,https://i.pinimg.com/564x/b6/42/6d/b6426daea79af43136dc2dd858ddbf9b.jpg,Арлонг,https://raw.githubusercontent.com/yupest/guess_who/main/data/One%20piece/Арлонг.jpg,Аниме,,https://you-anime.ru/characters/arlong,"Капитан команды Арлонга, обосновавшейся в Ист-Блю; она полностью состоит из рыболюдей, в свое время отделившихся от команды «Пиратов Солнца». Они терроризируют остров, на котором находилась родная деревня Нами. Арлонг считает, что рыболюди во многом лучше и совершенней обычного человека. На его убеждениях выросло целое поколение рыболюдей, среди которых выделяется Ходи Джонс — лидер новых пиратов рыболюдей.",717
39,15,One piece,https://i.pinimg.com/564x/b6/42/6d/b6426daea79af43136dc2dd858ddbf9b.jpg,Бон тян,https://raw.githubusercontent.com/yupest/guess_who/main/data/One%20piece/Бон%20тян.jpg,Аниме,,https://you-anime.ru/characters/bentam,"«Окама» (японский сленг, обозначающий «трансвестит»). У него взрывное поведение, а также склонность петь и танцевать. В японской версии манги его стиль боя называется «Окама Кэмпо». Бон Курэй съел Дьявольский фрукт Мане-Мане (клонирующий фрукт), который позволяет ему превращаться в абсолютную копию любого, к кому он прикоснется. Лебеди Мистера 2 в форме двойки. Он был побежден Санджи, но остался другом для Мугивар, даже помог им сбежать из Алабасты.Мистер 2, Бон Курэй — единственный офицер-агент в Барок Воркс без партнера-женщины. Это связано с убеждением, что он, как окама, сочетает в себе обе роли. Более того, его имя состоит из имени мужского номера агента Барок Воркс и женского имени, названного в честь праздника. «Бон Курэй» — фестиваль, который отмечается в Японии с 15 июля по 15 августа по лунному календарю. Это буддийский праздник, отмечающийся в последний день Бон-фестиваля в честь погибших: горят фонари, и бон-одори танцуют традиционные японские танцы.
спойлерВо время арки «Импел Даун» он помогает Луффи сбежать оттуда, превратившись в руководителя тюрьмы и открыв ворота наружу. Он пожертвовал собой, чтобы Луффи мог сбежать.

",718
40,15,One piece,https://i.pinimg.com/564x/b6/42/6d/b6426daea79af43136dc2dd858ddbf9b.jpg,Ноджико,https://raw.githubusercontent.com/yupest/guess_who/main/data/One%20piece/Ноджико.jpg,Аниме,,https://you-anime.ru/characters/nodzhiko,"Старшая сводная сестра Нами. Они не связаны родственными узами, но были воспитаны вместе Бельмере.ЛичностьТихая и спокойная девушка. Всегда поддерживает Нами, так как является её приёмной сестрой. Также очень хорошо относится к Гэнзо, который фактически заменил ей и Нами отца. В отличие от Нами, Ноджико более мирная и всегда пыталась не попадать в неприятности, хотя имеет привычку ругать мальчиков. Когда Ноджико подросла, то стала частично ответственна за благополучие других людей на острове. За годы правления Арлонга она старалась не позволить жителям поднять против него бунт, пока Нами трудилась над выполнением своей сделки с Арлонгом.Ноджико не любит людей, которые зря рискуют своими жизнями. У неё есть поговорка, что если у человека нет желания жить, а есть лишь желание умереть, будь-то взрослый или ребёнок, его смерть не будет иметь какого-либо значения.",719
41,15,One piece,https://i.pinimg.com/564x/b6/42/6d/b6426daea79af43136dc2dd858ddbf9b.jpg,Альвида,https://raw.githubusercontent.com/yupest/guess_who/main/data/One%20piece/Альвида.jpg,Аниме,,https://you-anime.ru/characters/alvida,"Капитан «Пиратов Альвиды». Раньше была толстой и несимпатичной, характер также оставлял желать лучшего. Два года ей прислуживал Коби. Именно она первый пират, побеждённый Луффи, когда тот вышел в море. Что именно с ней случилось после того поражения — неизвестно, однако во время своего отсутствия Альвида съела плод дьявола и превратилась в писаную красавицу.
спойлерПрисоединилась к Багги для того, чтобы поймать Луффи, правда непонятно, что она теперь от него хочет. Сначала заявила Соломенной Шляпе: «Ты должен быть только моим!» — но, когда Багги пытался отрубить Луффи голову, ни капли не возражала. После поимки Багги забрала его корабль вместе с командой и скрылась из вида Дозора, но после назначения Багги на пост шичибукая вернулась обратно.

",720
42,15,One piece,https://i.pinimg.com/564x/b6/42/6d/b6426daea79af43136dc2dd858ddbf9b.jpg,Броги,https://raw.githubusercontent.com/yupest/guess_who/main/data/One%20piece/Броги.jpg,Аниме,,https://you-anime.ru/characters/brogi,"«Красный Они» Броги является одним из двух бывших легендарных капитанов Банды Гигантских Воинов из Эльбафа, наряду с Дорри. Последние 100 лет находится на острове Литл Гарден, где продолжается битва между ним и Дорри. За свою пиратскую жизнь он получил награду в 100 000 000 белли.",721
43,15,One piece,https://i.pinimg.com/564x/b6/42/6d/b6426daea79af43136dc2dd858ddbf9b.jpg,Вапол,https://raw.githubusercontent.com/yupest/guess_who/main/data/One%20piece/Вапол.jpg,Аниме,,https://you-anime.ru/characters/vapol,"Король острова Драм. Съел дьявольский фрукт Баку Баку но Ми типа парамеция, позволяющий пользователю пережёвывать и есть что угодно.
спойлерСтал пиратом после бегства из своей страны, когда Маршал Д. Тич и его команда атаковали Остров Драм.После того, как Вапол проиграл Пиратам Соломенной Шляпы, он стал главой  собственной фабрики игрушек, а два года спустя получил королевство от Мировой Знати и теперь является королём Тёмного Королевства Драм.

",722
44,15,One piece,https://i.pinimg.com/564x/b6/42/6d/b6426daea79af43136dc2dd858ddbf9b.jpg,Далтон,https://raw.githubusercontent.com/yupest/guess_who/main/data/One%20piece/Далтон.jpg,Аниме,,https://you-anime.ru/characters/dalton,"Король королевства Сакура. Бывший королевский стражник, который когда-то служил Ваполу. Смелый воин и человек, который беспокоится о людях королевства Драм, а люди в ответ доверяют ему. Будучи новым королём королевства Сакура, он живёт простой и скромной жизнью. Он отказывается жить в замке, предпочитая жить среди обычных людей острова Драм, даже несмотря на то, что Курэха предлагала ему комнату в «её» замке. Он заявляет, что любит рис с каштанами из деревни. У него есть привычка сообщать людям общеизвестную информацию, о которой никто не просил.",723
45,15,One piece,https://i.pinimg.com/564x/b6/42/6d/b6426daea79af43136dc2dd858ddbf9b.jpg,Лабун,https://raw.githubusercontent.com/yupest/guess_who/main/data/One%20piece/Лабун.jpg,Аниме,,https://you-anime.ru/characters/labun,"Гигантский кит, который живёт рядом с маяком у мыса Близнецов, на Рэд Лайне. Родом из Уэст Блю. Большой чёрный (в аниме синий) кит с многочисленными шрамами на голове из-за ударов по Обратной Горе. Только его глаза в несколько раз больше, чем корабль Мугивар «Гоинг Мерри». После встречи с «Пиратами Соломенной Шляпы» приобрёл на своей голове плохо нарисованного «Весёлого Роджера». Имеет короткие плавники и хвост, который разделяется надвое.Более 50 лет тому назад Лабун встретил пиратов Румба, когда заблудился и отстал от стаи китов, после чего отправился вместе с ними в путешествие.Лабун сильно эмоциональное и, на удивление, понимающее животное. Он может понимать человеческий язык и мотивы поступков людей. Он очень терпим, лоялен и хороший друг. Он имел и имеет крепкие дружеские узы с пиратами Румба, Крокусом и «Пиратами Соломенной Шляпы».",724
46,15,One piece,https://i.pinimg.com/564x/b6/42/6d/b6426daea79af43136dc2dd858ddbf9b.jpg,Дорри,https://raw.githubusercontent.com/yupest/guess_who/main/data/One%20piece/Дорри.jpg,Аниме,,https://you-anime.ru/characters/dorri,"«Синий Гигант» Дорри является одним из двух бывших легендарных капитанов Банды Гигантских Воинов из Эльбафа, наряду с Броги. Последние 100 лет находится на острове Литл Гарден, где продолжается битва между ним и Броги. Именно за свою пиратскую жизнь он получил награду в 100 000 000 белли.",725
47,15,One piece,https://i.pinimg.com/564x/b6/42/6d/b6426daea79af43136dc2dd858ddbf9b.jpg,Игарам,https://raw.githubusercontent.com/yupest/guess_who/main/data/One%20piece/Игарам.jpg,Аниме,,https://you-anime.ru/characters/igaram,"Капитан королевской гвардии Алабасты, а также муж Терракотты. Он помог Виви Нефертари проникнуть в Барок Воркс, где известен как партнёр Мисс Мандей под кодовым именем «Мистер 8».",726
48,15,One piece,https://i.pinimg.com/564x/b6/42/6d/b6426daea79af43136dc2dd858ddbf9b.jpg,Роб Луччи,https://raw.githubusercontent.com/yupest/guess_who/main/data/One%20piece/Роб%20Луччи.jpg,Аниме,,https://you-anime.ru/characters/rob-luchchi,"Сильнейший из CP9 за всю её историю. В совершенстве освоил все техники Рокушики адаптировав и усилив их силой своего Зоана. Безоговорочно предан Чёрному правосудию. Ещё в тринадцать лет он был безжалостным агентом.
спойлерВ Water 7 с лёгкостью одолел Мугивар, однако в битве на Эниэс Лобби столкнулся с Луффи, к тому времени умудрившемуся раскрыть новые способности своего фрукта. И в результате долгой и жестокой схватки был побеждён Луффи, что едва не стоило тому жизни.

",727
49,15,One piece,https://i.pinimg.com/564x/b6/42/6d/b6426daea79af43136dc2dd858ddbf9b.jpg,Калифа,https://raw.githubusercontent.com/yupest/guess_who/main/data/One%20piece/Калифа.jpg,Аниме,,https://you-anime.ru/characters/kalifa,"Фрукт: ава-ава. Парамеция. Сила - 630 дорики.Работала под прикрытием, секретаршей у Айсберга. Во всем видит «сексуальные домогательства», хотя и обожает носить вызывающие наряды. Сила её фрукта позволяет ей «смывать» силу со всего, к чему она прикасается, или того, что попало в её пену. Одержала лёгкую победу над Сандзи, но поскольку является «глупой блондинкой», продула хитростям Нами. В Water7 использовала в качестве оружия хлысты с шипами.",728
50,15,One piece,https://i.pinimg.com/564x/b6/42/6d/b6426daea79af43136dc2dd858ddbf9b.jpg,Айсберг,https://raw.githubusercontent.com/yupest/guess_who/main/data/One%20piece/Айсберг.jpg,Аниме,,https://you-anime.ru/characters/aisberg,"Мэр Water 7 и президент компании Галлей-Ла, фактически глава города и его главный работодатель. Он был одним из работников Тома. Он совершенно невысокомерен и любим как горожанами, так и своими работниками. Порой кажется, что у Айсберга две личности. Иногда он ведёт себя как ребёнок: отменяет встречи, так как не любит их, подбирает бездомных животных и другое. Однако, когда нужно, он может быть очень серьёзным и становится ясно, что он ребячится только тогда, когда расслабляется. У него также есть привычка вставлять ""Нмаа"" или ""О, мой"" во время разговора.",729
51,15,One piece,https://i.pinimg.com/564x/b6/42/6d/b6426daea79af43136dc2dd858ddbf9b.jpg,Каку,https://raw.githubusercontent.com/yupest/guess_who/main/data/One%20piece/Каку.jpg,Аниме,,https://you-anime.ru/characters/kaku,"

  Фрукт: уси-уси, зоан. Модель-жираф Сила 2200 дорики.

  Прозвище, данное ему Усоппом: Квадратноносый.

